qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
identity-medium-03,identity,medium,How much of the self is performed?,"Test the idea against a trade-off, incentive, or unintended effect.","Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a medium discussion, add incentives, power, and long-term consequences.",Seberapa besar diri kita adalah sesuatu yang dipentaskan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
identity-medium-04,identity,medium,Can people outgrow inherited stories?,"Test the idea against a trade-off, incentive, or unintended effect.","Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah seseorang melampaui cerita yang diwarisinya?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
identity-medium-05,identity,medium,Who defines authenticity?,"Test the idea against a trade-off, incentive, or unintended effect.","Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a medium discussion, add incentives, power, and long-term consequences.",Siapa yang mendefinisikan keaslian?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
identity-hard-01,identity,hard,Is a person shaped more by environment or by choice?,Push the idea until it collides with a competing value or edge case.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a hard discussion, ask what breaks when two valid values collide.",Apakah identitas seseorang dibentuk oleh lingkungan atau pilihan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
identity-hard-02,identity,hard,Is identity stable over time?,Push the idea until it collides with a competing value or edge case.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a hard discussion, ask what breaks when two valid values collide.",Apakah identitas stabil dari waktu ke waktu?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
identity-hard-03,identity,hard,How much of the self is performed?,Push the idea until it collides with a competing value or edge case.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a hard discussion, ask what breaks when two valid values collide.",Seberapa besar diri kita adalah sesuatu yang dipentaskan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
identity-hard-04,identity,hard,Can people outgrow inherited stories?,Push the idea until it collides with a competing value or edge case.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a hard discussion, ask what breaks when two valid values collide.",Bisakah seseorang melampaui cerita yang diwarisinya?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
identity-hard-05,identity,hard,Who defines authenticity?,Push the idea until it collides with a competing value or edge case.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a hard discussion, ask what breaks when two valid values collide.",Siapa yang mendefinisikan keaslian?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
relationship-easy-01,relationship,easy,Can love survive without vulnerability?,Start with a concrete everyday case before expanding the argument.,"Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For an easy discussion, keep the example concrete and personal.",Bisakah cinta bertahan tanpa kerentanan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
relationship-easy-02,relationship,easy,Is friendship chosen family?,Start with a concrete everyday case before expanding the argument.,"Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For an easy discussion, keep the example concrete and personal.",Apakah persahabatan adalah keluarga yang dipilih?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
relationship-easy-03,relationship,easy,Should loyalty ever conflict with honesty?,Start with a concrete everyday case before expanding the argument.,"Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For an easy discussion, keep the example concrete and personal.",Haruskah loyalitas berbenturan dengan kejujuran?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
relationship-easy-04,relationship,easy,Do relationships make us better or merely familiar?,Start with a concrete everyday case before expanding the argument.,"Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For an easy discussion, keep the example concrete and personal.",Apakah hubungan membuat kita lebih baik atau sekadar akrab?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
relationship-easy-05,relationship,easy,When does care become dependency?,Start with a concrete everyday case before expanding the argument.,"Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For an easy discussion, keep the example concrete and personal.",Kapan kepedulian berubah menjadi ketergantungan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
relationship-medium-01,relationship,medium,Can love survive without vulnerability?,"Test the idea against a trade-off, incentive, or unintended effect.","Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah cinta bertahan tanpa kerentanan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
relationship-medium-02,relationship,medium,Is friendship chosen family?,"Test the idea against a trade-off, incentive, or unintended effect.","Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For a medium discussion, add incentives, power, and long-term consequences.",Apakah persahabatan adalah keluarga yang dipilih?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
relationship-medium-03,relationship,medium,Should loyalty ever conflict with honesty?,"Test the idea against a trade-off, incentive, or unintended effect.","Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah loyalitas berbenturan dengan kejujuran?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
relationship-medium-04,relationship,medium,Do relationships make us better or merely familiar?,"Test the idea against a trade-off, incentive, or unintended effect.","Relationships test how much freedom can survive closeness. Bowlby and bell hooks both show that care can nurture or constrain. For a medium discussion, add incentives, power, and long-term consequences.",Apakah hubungan membuat kita lebih baik atau sekadar akrab?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Hubungan menguji seberapa besar kebebasan yang dapat bertahan di tengah kedekatan. Bowlby dan bell hooks sama-sama menunjukkan bahwa kepedulian bisa menumbuhkan atau membatasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
